acousticness,danceability,duration,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,label
0.0208,0.532,224549,0.977,0.0,10,0.151,-2.761,0,0.0353,116.527,4,0.966,0
0.00446,0.689,221612,0.892,0.00932,4,0.435,-3.95,0,0.246,110.09,4,0.77,0
0.152,0.677,236853,0.497,0.0,5,0.0911,-5.763,1,0.0809,99.137,4,0.419,1
0.816,0.607,224040,0.481,0.0,8,0.128,-6.643,1,0.0324,137.02,4,0.312,1
0.743,0.399,264067,0.376,0.000149,5,0.543,-8.795,1,0.045,104.519,4,0.28,1
0.108,0.678,205152,0.722,0.0,11,0.0888,-4.268,1,0.266,142.075,4,0.278,0
0.00928,0.557,140571,0.876,0.00416,2,0.298,-3.014,0,0.0368,140.012,4,0.368,0
0.0235,0.464,198237,0.771,0.0,8,0.063,-4.503,1,0.336,158.777,4,0.69,0
0.914,0.38,165427,0.0993,2.32e-5,2,0.0605,-20.567,1,0.0509,174.874,4,0.44,1
0.941,0.547,191827,0.197,0.000756,10,0.144,-12.002,1,0.0303,133.85,4,0.402,1
0.573,0.578,180187,0.547,0.0,9,0.239,-7.106,1,0.105,104.258,4,0.749,1
0.122,0.631,228067,0.678,7.06e-5,5,0.204,-7.18,1,0.0273,98.477,4,0.279,1
0.884,0.424,316880,0.371,0.784,5,0.106,-10.313,1,0.0611,81.528,4,0.419,1
0.693,0.615,302493,0.862,0.0,10,0.539,-4.719,1,0.0663,96.071,4,0.654,1
0.797,0.292,175667,0.771,0.196,10,0.148,-3.726,0,0.0453,128.235,4,0.228,1
0.368,0.696,192133,0.832,0.000732,9,0.111,-7.197,0,0.0394,135.989,4,0.546,0
0.182,0.874,216248,0.706,0.0,1,0.334,-5.132,1,0.207,89.968,4,0.895,0
0.111,0.448,238227,0.508,8.09e-5,6,0.113,-6.153,1,0.0276,83.241,4,0.236,1
0.000796,0.696,238093,0.708,0.000307,10,0.398,-5.74,1,0.039,113.987,4,0.342,1
0.478,0.652,237013,0.397,0.000946,7,0.0679,-15.245,1,0.0385,82.235,4,0.858,1
0.184,0.568,209733,0.441,0.0,4,0.0948,-6.209,0,0.0326,136.069,4,0.169,1
0.0586,0.62,298600,0.679,0.000256,7,0.19,-7.007,1,0.0272,112.011,4,0.627,1
0.117,0.678,274467,0.727,0.00396,2,0.354,-7.844,0,0.0258,133.481,4,0.71,1
0.849,0.39,184667,0.302,0.000191,0,0.122,-10.362,1,0.0379,109.394,3,0.232,1
0.103,0.696,226326,0.491,1.89e-6,3,0.131,-10.062,0,0.106,122.095,4,0.408,0
0.0556,0.423,155413,0.66,3.06e-5,2,0.134,-7.403,1,0.12,177.954,4,0.663,1
0.791,0.347,184693,0.384,1.44e-5,11,0.32,-8.118,1,0.0308,91.198,4,0.354,1
0.309,0.57,192882,0.422,0.000421,5,0.138,-9.432,0,0.0335,85.027,4,0.0751,1
0.0624,0.531,122025,0.767,5.7e-5,8,0.164,-4.774,1,0.0581,148.022,4,0.837,1
0.381,0.606,273455,0.71,0.0,1,0.103,-6.058,1,0.0528,107.85,4,0.495,1
0.176,0.582,208613,0.818,0.0,1,0.137,-5.179,1,0.0335,108.983,4,0.316,1
0.554,0.47,241187,0.625,0.000273,1,0.924,-9.228,1,0.068,138.215,4,0.399,1
0.00898,0.635,170638,0.472,0.0,8,0.117,-3.869,0,0.511,174.008,4,0.373,0
0.135,0.651,189531,0.876,0.0,8,0.224,-7.033,1,0.357,76.166,4,0.736,0
0.42,0.722,204000,0.658,7.46e-6,9,0.126,-8.021,0,0.0354,140.333,4,0.735,1
0.275,0.411,320920,0.699,0.000187,1,0.7,-9.261,0,0.0742,97.133,4,0.242,1
0.987,0.464,618400,0.139,0.908,2,0.0696,-20.21,1,0.0393,134.537,4,0.372,1
0.843,0.175,167533,0.277,0.001,7,0.254,-12.447,1,0.0345,138.29,4,0.339,1
0.02,0.378,250627,0.638,7.66e-5,10,0.0849,-5.576,1,0.075,184.086,4,0.735,1
0.423,0.665,190932,0.699,0.0,11,0.0969,-5.265,1,0.0578,124.896,4,0.585,1
0.198,0.655,229407,0.681,0.0,4,0.373,-7.267,0,0.429,115.032,5,0.689,0
0.325,0.467,243720,0.678,2.31e-5,4,0.101,-6.729,0,0.0397,149.22,3,0.156,1
0.0143,0.608,97004,0.753,0.000636,5,0.0818,-6.209,0,0.0331,144.85,4,0.934,1
0.168,0.859,195613,0.756,4.65e-5,8,0.163,-3.36,0,0.0643,102.033,4,0.91,0
0.36,0.201,262360,0.488,0.118,0,0.666,-10.913,1,0.0284,88.582,4,0.104,1
0.00347,0.547,286800,0.854,0.0336,2,0.323,-3.763,1,0.0299,110.047,4,0.347,1
0.00427,0.597,171360,0.837,0.00114,10,0.839,-6.518,1,0.375,126.342,4,0.447,0
0.113,0.875,163687,0.369,0.0,10,0.105,-8.297,1,0.215,115.014,4,0.453,1
0.359,0.425,238587,0.562,4.68e-5,2,0.103,-6.428,0,0.0278,81.016,4,0.488,1
0.0125,0.471,213507,0.802,1.45e-6,1,0.702,-3.599,0,0.27,88.615,4,0.653,0
0.22,0.831,152449,0.479,6.29e-5,0,0.0985,-11.307,0,0.0498,105.973,4,0.744,1
0.748,0.42,366179,0.324,0.839,9,0.0723,-14.7,0,0.0556,183.02,3,0.33,1
0.767,0.309,221840,0.28,0.0,2,0.269,-12.012,1,0.0311,165.211,4,0.64,1
0.0261,0.748,292613,0.499,0.00627,10,0.202,-9.653,1,0.0407,119.528,4,0.568,1
0.00171,0.721,197442,0.925,0.0545,4,0.547,-3.208,0,0.196,111.961,4,0.37,0
0.0455,0.744,205880,0.861,0.0,1,0.321,-3.51,0,0.0936,129.88,4,0.689,0
0.893,0.25,211733,0.144,0.0,7,0.296,-12.935,1,0.041,175.22,3,0.243,1
0.0038,0.532,247427,0.783,0.0012,2,0.161,-5.697,1,0.0523,124.08,4,0.643,1
0.709,0.351,221067,0.544,8.82e-6,8,0.718,-9.6,1,0.0415,129.056,4,0.163,1
0.365,0.772,284533,0.242,0.693,0,0.0745,-10.202,1,0.0584,127.928,4,0.48,1
0.713,0.606,244027,0.457,2.53e-5,6,0.0747,-14.035,0,0.0497,92.033,4,0.813,1
0.589,0.646,181227,0.828,0.0,8,0.0613,-8.342,1,0.038,93.185,4,0.539,0
0.926,0.81,122000,0.288,0.0107,10,0.236,-9.971,1,0.0412,93.266,4,0.949,0
0.281,0.668,182520,0.514,0.0,6,0.13,-6.936,0,0.359,126.913,5,0.674,0
0.817,0.694,118805,0.358,0.27,4,0.113,-15.888,1,0.032,105.089,4,0.952,1
0.194,0.882,227640,0.442,0.0177,4,0.0904,-15.274,1,0.0549,115.895,4,0.965,1
0.00204,0.576,193125,0.827,0.00101,2,0.145,-6.236,1,0.312,153.167,5,0.403,0
0.0229,0.942,264027,0.539,0.000276,4,0.0887,-10.442,0,0.0866,125.035,4,0.727,1
0.936,0.62,201867,0.13,4.89e-6,1,0.117,-11.247,1,0.0862,73.191,4,0.157,1
0.401,0.602,195053,0.714,0.0,5,0.172,-3.107,1,0.0273,122.058,4,0.825,0
0.049,0.739,205533,0.621,0.00369,11,0.0718,-6.929,0,0.238,85.969,4,0.462,0
0.702,0.439,308520,0.488,0.000339,11,0.16,-14.464,1,0.0615,93.017,4,0.629,1
0.913,0.902,195533,0.186,0.617,2,0.176,-9.832,1,0.0502,101.975,4,0.747,1
0.0234,0.876,232000,0.71,0.000161,11,0.0573,-6.446,0,0.0446,121.072,4,0.828,0
0.515,0.567,178013,0.94,3.51e-5,3,0.441,-5.161,1,0.049,84.188,4,0.967,0
0.448,0.543,181240,0.597,0.0,0,0.28,-4.941,0,0.0291,83.01,4,0.452,1
0.813,0.513,230520,0.662,0.18,11,0.288,-12.787,1,0.0435,101.275,4,0.734,1
0.063,0.365,227102,0.371,1.83e-6,7,0.302,-7.093,1,0.0672,186.031,3,0.235,1
9.16e-5,0.495,185467,0.787,0.0,8,0.167,-6.89,1,0.0368,140.003,4,0.388,1
0.101,0.681,204699,0.925,1.7e-5,8,0.343,-5.436,1,0.209,135.953,4,0.646,0
0.284,0.438,236493,0.464,0.0035,1,0.221,-7.831,1,0.0304,119.601,4,0.321,1
0.293,0.703,309320,0.879,0.00202,9,0.148,-4.567,1,0.041,105.646,4,0.869,1
0.808,0.426,161173,0.619,0.0,9,0.11,-6.751,1,0.0768,148.188,4,0.362,1
0.772,0.637,208307,0.273,0.000503,4,0.122,-11.871,0,0.0291,114.036,4,0.189,1
0.939,0.303,212573,0.0714,0.535,8,0.0994,-26.545,1,0.044,85.24,4,0.312,1
0.229,0.445,222540,0.854,0.0,2,0.394,-4.624,1,0.352,92.454,4,0.485,0
0.0553,0.66,157643,0.775,0.0,2,0.129,-4.926,1,0.172,157.036,4,0.635,0
0.0796,0.882,210413,0.905,0.000225,9,0.0698,-11.564,1,0.0348,124.685,4,0.967,1
0.00541,0.798,171000,0.717,0.00127,9,0.0613,-4.564,1,0.118,105.024,4,0.775,1
0.112,0.561,226400,0.702,0.000384,0,0.384,-5.922,1,0.0313,124.943,4,0.64,1
0.0127,0.72,234160,0.663,0.0,1,0.141,-6.534,1,0.282,79.944,4,0.487,0
0.0193,0.539,292093,0.907,0.0,0,0.825,-4.757,0,0.13,154.0,4,0.553,0
0.0126,0.676,265240,0.822,5.78e-5,6,0.583,-7.668,0,0.0844,94.301,4,0.668,0
0.284,0.629,171892,0.845,0.0,11,0.386,-6.098,0,0.333,147.983,4,0.482,0
0.608,0.828,228693,0.523,2.55e-5,1,0.108,-13.174,0,0.0417,121.58,4,0.778,1
0.374,0.625,194733,0.6,0.0248,1,0.151,-7.75,1,0.0291,85.959,4,0.18,0
0.0242,0.502,226800,0.595,0.0,5,0.436,-5.566,1,0.0286,107.642,4,0.449,0
0.0325,0.678,219253,0.857,0.0,10,0.0788,-5.173,0,0.216,94.95,4,0.622,0
0.596,0.781,248159,0.489,0.0,6,0.104,-7.488,1,0.131,120.027,4,0.535,1
0.833,0.557,184227,0.466,0.928,5,0.0675,-14.706,1,0.034,118.83,4,0.877,1
0.424,0.723,198067,0.679,5.6e-5,2,0.317,-7.517,1,0.0357,126.028,4,0.71,1
0.905,0.579,101148,0.221,1.21e-6,0,0.102,-9.664,1,0.0478,118.871,3,0.221,1
0.699,0.425,245573,0.334,0.0,7,0.278,-13.296,1,0.0267,80.274,4,0.403,1
0.0284,0.856,174785,0.854,0.0,6,0.045,-3.98,1,0.103,117.947,4,0.846,0
0.975,0.618,273800,0.0772,0.919,9,0.107,-21.306,0,0.0514,104.691,4,0.36,1
0.743,0.399,264067,0.376,0.000149,5,0.543,-8.795,1,0.045,104.519,4,0.28,1
0.913,0.292,197613,0.246,0.0883,0,0.209,-9.758,1,0.033,140.316,4,0.249,1
0.0689,0.732,150456,0.719,1.66e-6,11,0.0929,-8.188,1,0.118,155.056,4,0.77,1
0.446,0.74,209547,0.63,0.0,11,0.08,-6.735,1,0.0338,95.014,4,0.464,1
0.212,0.484,238248,0.849,0.0,0,0.141,-5.176,1,0.0843,148.179,4,0.469,1
0.0325,0.746,179974,0.779,5.64e-6,6,0.301,-3.928,0,0.268,99.906,4,0.535,0
0.000742,0.5,186579,0.902,0.137,1,0.164,-4.67,0,0.0718,91.059,4,0.619,0
0.0161,0.828,187401,0.797,0.0,4,0.0547,-4.608,1,0.259,130.017,4,0.743,0
0.991,0.428,225733,0.0322,0.903,0,0.103,-24.267,1,0.0452,63.694,3,0.213,1
0.805,0.331,210040,0.357,0.638,0,0.0959,-7.866,0,0.102,171.082,3,0.235,1
0.353,0.685,48093,0.481,0.0,2,0.304,-10.013,1,0.228,116.888,4,0.893,0
0.00194,0.919,219880,0.73,8.51e-5,1,0.101,-6.581,1,0.088,95.044,4,0.189,0
0.0226,0.814,144080,0.855,0.000326,2,0.144,-4.053,1,0.191,170.065,4,0.863,0
0.307,0.659,146325,0.692,1.49e-5,0,0.132,-6.275,0,0.0278,98.077,4,0.37,1
0.308,0.472,234960,0.473,0.0,2,0.147,-8.533,1,0.0304,80.002,3,0.229,1
0.0131,0.642,284400,0.931,0.825,1,0.215,-4.142,1,0.0417,152.005,4,0.548,0
0.938,0.408,295693,0.202,2.11e-6,9,0.0982,-14.05,0,0.0376,86.476,3,0.12,1
0.0623,0.721,178507,0.766,0.0,1,0.332,-4.068,1,0.226,94.952,4,0.785,0
0.0359,0.761,219120,0.639,0.0,5,0.0945,-7.577,0,0.0539,164.088,4,0.922,0
0.65,0.746,196364,0.692,0.0,0,0.116,-4.198,0,0.396,110.066,4,0.555,0
0.682,0.427,297933,0.377,0.0,5,0.105,-8.136,1,0.0334,125.081,4,0.245,1
0.0054,0.522,286560,0.764,0.00142,10,0.287,-6.998,1,0.0352,117.021,4,0.467,1
0.000358,0.626,274213,0.799,0.00155,11,0.36,-6.612,0,0.046,98.992,4,0.369,1
0.832,0.296,186794,0.185,1.24e-5,0,0.111,-12.429,1,0.0328,86.294,4,0.216,1
0.923,0.173,312400,0.167,0.0124,2,0.11,-17.398,1,0.0409,71.746,1,0.0332,1
0.944,0.381,215160,0.214,0.0,4,0.106,-11.629,1,0.0337,127.581,3,0.393,1
0.471,0.633,255213,0.434,0.0,0,0.233,-10.303,1,0.152,84.035,4,0.418,1
0.461,0.585,185373,0.738,2.51e-5,2,0.274,-5.727,0,0.0271,107.947,4,0.592,1
0.0683,0.643,215160,0.877,0.0,8,0.346,-5.805,1,0.0502,130.193,4,0.843,0
0.887,0.389,214067,0.13,0.326,2,0.086,-22.814,1,0.0367,83.679,4,0.529,1
0.764,0.803,67213,0.147,0.0,10,0.102,-17.41,1,0.233,100.285,4,0.778,0
0.0746,0.738,208000,0.988,1.31e-5,9,0.46,-1.319,0,0.327,150.015,4,0.402,0
0.166,0.708,213440,0.666,0.000229,2,0.0929,-7.042,1,0.0349,89.019,4,0.834,1
0.321,0.185,248560,0.453,1.45e-5,8,0.105,-10.595,1,0.0338,64.983,4,0.173,1
0.362,0.29,237747,0.571,0.0,6,0.281,-8.553,0,0.0403,98.42,4,0.518,1
0.000111,0.534,234093,0.911,0.000406,9,0.078,-2.826,1,0.0441,139.02,4,0.681,1
0.00118,0.61,180000,0.969,0.0743,0,0.184,-3.552,1,0.0556,127.976,4,0.236,0
0.0144,0.507,213338,0.665,0.0,0,0.0759,-7.598,1,0.0474,126.879,4,0.4,1
0.452,0.699,108502,0.563,0.0,5,0.375,-6.515,0,0.447,112.35,3,0.766,1
0.885,0.217,292400,0.305,0.00271,1,0.201,-9.495,1,0.0321,82.848,4,0.12,1
0.756,0.47,130227,0.299,0.514,2,0.278,-17.148,1,0.0379,130.595,4,0.534,1
0.279,0.774,184028,0.619,3.31e-6,8,0.194,-6.183,1,0.0641,87.02,4,0.866,1
0.000123,0.698,222857,0.972,0.599,11,0.102,-2.597,1,0.0445,139.943,4,0.036,0
0.0601,0.685,205280,0.803,0.0,2,0.546,-4.251,1,0.156,107.005,4,0.799,0
0.0141,0.697,228427,0.949,0.0,0,0.748,-7.202,1,0.0353,132.379,4,0.904,0
0.988,0.318,403280,0.0451,0.888,10,0.0769,-27.127,1,0.0483,79.544,4,0.142,1
0.846,0.47,233720,0.265,0.00162,5,0.144,-15.878,1,0.0396,137.398,4,0.357,1
0.133,0.439,232858,0.715,0.0014,3,0.0921,-7.726,1,0.0353,151.946,4,0.42,1
0.992,0.594,244480,0.0305,0.947,4,0.0932,-25.777,0,0.041,71.226,3,0.214,1
0.0091,0.405,220333,0.76,0.0,7,0.375,-4.863,1,0.0407,109.875,4,0.317,1
0.206,0.797,244240,0.654,0.00214,9,0.0641,-12.652,1,0.0389,134.055,4,0.963,1
0.971,0.554,218627,0.331,0.223,2,0.107,-13.008,0,0.0466,184.098,4,0.446,1
0.0792,0.614,212608,0.667,0.000409,1,0.54,-5.768,1,0.0234,95.049,4,0.742,1
0.0193,0.524,228147,0.873,0.0,10,0.392,-5.911,1,0.0895,150.009,4,0.617,1
0.0898,0.505,254093,0.657,0.0,9,0.0606,-7.254,1,0.288,135.995,4,0.666,0
0.103,0.701,219533,0.968,0.0,1,0.832,-0.913,1,0.078,100.009,4,0.913,0
0.498,0.821,237546,0.732,0.00113,2,0.12,-3.657,1,0.336,90.983,4,0.789,0
0.839,0.342,335667,0.243,0.894,8,0.108,-20.631,1,0.0327,143.985,4,0.253,1
0.344,0.612,59305,0.317,0.0,10,0.274,-11.077,1,0.33,47.193,4,0.406,1
0.688,0.533,214667,0.0416,2.03e-5,5,0.39,-27.456,1,0.04,107.249,4,0.297,1
0.256,0.565,345627,0.807,4.75e-6,7,0.0828,-5.471,1,0.0296,87.457,4,0.549,1
0.0512,0.743,237160,0.671,0.0,9,0.116,-5.241,1,0.122,163.229,4,0.499,0
0.165,0.76,221773,0.777,0.00716,1,0.19,-8.144,1,0.0369,123.033,4,0.72,1
0.0662,0.715,184918,0.687,0.0,8,0.0663,-6.277,1,0.312,177.032,4,0.697,0
0.416,0.404,268893,0.378,0.0,5,0.0787,-8.755,1,0.0345,125.601,4,0.261,1
0.00403,0.836,214787,0.857,0.0607,11,0.0789,-2.274,1,0.0918,127.993,4,0.488,0
0.809,0.6,79595,0.549,4.26e-6,4,0.14,-10.355,0,0.125,92.439,4,0.471,1
0.0111,0.727,257987,0.431,0.0166,2,0.506,-12.007,1,0.395,150.005,4,0.223,0
0.769,0.322,244293,0.54,0.0,1,0.12,-6.288,0,0.0273,93.776,4,0.178,1
0.163,0.684,243933,0.675,0.0,11,0.242,-8.123,1,0.0257,107.064,4,0.924,1
0.86,0.268,174013,0.158,1.02e-5,4,0.0873,-16.031,1,0.0381,175.85,4,0.39,1
0.000924,0.586,227741,0.877,0.0811,8,0.0723,-2.373,1,0.105,125.014,4,0.447,1
0.78,0.563,259120,0.487,3.17e-6,0,0.608,-8.754,0,0.0259,110.046,4,0.69,1
0.0662,0.585,169533,0.717,2.87e-5,4,0.0945,-10.293,0,0.0378,105.505,4,0.532,1
0.00197,0.487,213000,0.867,0.00602,10,0.0968,-3.293,0,0.0543,160.048,4,0.403,0
0.491,0.608,143213,0.473,0.0,7,0.778,-12.044,1,0.369,114.132,3,0.503,0
0.17,0.705,242533,0.643,0.0,6,0.234,-5.309,0,0.123,165.96,4,0.69,0
0.811,0.36,344867,0.492,0.0,1,0.276,-10.325,1,0.0431,135.455,4,0.302,1
0.0371,0.685,183894,0.638,0.0,6,0.0987,-6.539,1,0.0367,123.442,4,0.414,1
0.0548,0.602,295453,0.629,2.23e-6,9,0.0813,-5.796,1,0.0274,78.009,4,0.47,1
0.0793,0.766,197604,0.742,0.0,1,0.0871,-6.206,1,0.169,124.076,4,0.904,0
0.124,0.519,242227,0.495,0.00626,6,0.183,-11.002,0,0.101,95.078,4,0.262,1
0.265,0.789,183947,0.57,0.0,0,0.0875,-6.783,1,0.0549,119.985,4,0.59,1
0.457,0.689,205667,0.815,0.0,9,0.115,-3.76,1,0.0297,112.987,4,0.753,0
0.0516,0.836,179524,0.857,3.36e-6,6,0.489,-4.148,1,0.271,126.019,4,0.966,0
0.328,0.497,240213,0.661,0.000317,9,0.211,-9.047,1,0.0361,180.225,4,0.894,1
0.12,0.702,165173,0.788,0.0,5,0.171,-1.455,0,0.251,163.903,4,0.645,0
0.823,0.635,89067,0.338,0.000434,9,0.221,-8.078,1,0.512,168.163,3,0.736,0
0.0325,0.544,238493,0.5,3.78e-6,11,0.109,-8.253,1,0.026,93.621,4,0.177,1
0.992,0.525,226293,0.0633,0.905,9,0.105,-23.072,1,0.0497,71.855,4,0.297,1
0.545,0.365,237267,0.52,0.0,9,0.111,-6.52,1,0.0331,106.152,4,0.4,1
0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446,0
